개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),위생업태명,남성종사자수,여성종사자수,영업장주변구분명,등급구분명,급수시설구분명,총인원,본사종업원수,공장사무직종업원수,공장판매직종업원수,공장생산직종업원수,건물소유구분명,보증액,월세액,다중이용업소여부,시설총규모,전통업소지정번호,전통업소주된음식,홈페이지
3190000,3190000-101-1973-00271,19730202,,3,폐업,2,폐업,19990129,,,,208147314,34.96,156803,서울특별시 동작구 노량진동 235-2번지 ,,,한라숯불갈비,1.99901E+13,I,2018-08-31 23:59,한식,194620.6462,445374.0129,한식,1,0,유흥업소밀집지역,지도,상수도전용,,,,,,,,,N,34.96,,,
3190000,3190000-101-1973-00641,19730809,,3,폐업,2,폐업,19930907,,,,02 8327769,31.57,156010,서울특별시 동작구 신대방동 0번지 ,,,풍년갈비,2.00201E+13,I,2018-08-31 23:59,한식,,,한식,0,1,주택가주변,지도,상수도전용,,,,,,,,,N,31.57,,,
3190000,3190000-101-1973-02044,19731112,,3,폐업,2,폐업,19920312,,,,208124783,22,156831,서울특별시 동작구 상도동 34-28번지 ,,,옹달샘,2.00201E+13,I,2018-08-31 23:59,전통찻집,,,전통찻집,0,1,주택가주변,지도,상수도전용,,,,,,,,,N,22,,,
3190000,3190000-101-1973-02518,19730329,,3,폐업,2,폐업,19940204,,,,208133413,23.23,156860,서울특별시 동작구 흑석동 180-4번지 ,,,명정,2.00201E+13,I,2018-08-31 23:59,정종/대포집/소주방,196518.2512,445174.86,정종/대포집/소주방,0,1,주택가주변,지도,상수도전용,,,,,,,,,N,23.23,,,
3190000,3190000-101-1973-05232,19940117,,3,폐업,2,폐업,19961213,,,,02 5917180,75.01,156816,서울특별시 동작구 사당동 133-2번지 ,,,제일치킨,2.00201E+13,I,2018-08-31 23:59,한식,198319.0438,442866.3706,한식,1,1,기타,기타,상수도전용,,,,,,,,,N,75.01,,,
3190000,3190000-101-1973-05298,19730226,,3,폐업,2,폐업,19990810,,,,02 8140427,110.06,156861,서울특별시 동작구 흑석동 223-1번지 ,,,허수아비의웃음중대점,2.00201E+13,I,2018-08-31 23:59,경양식,196392.4682,445005.6853,경양식,0,3,주택가주변,기타,상수도전용,,,,,,,,,N,110.06,,,
3190000,3190000-101-1973-05410,19731108,,3,폐업,2,폐업,19990731,,,,02 8132677,22.12,156831,서울특별시 동작구 상도동 26-4번지 ,,,동흥루,1.99911E+13,I,2018-08-31 23:59,중국식,,,중국식,1,1,주택가주변,을,상수도전용,,,,,,,,,N,22.12,,,
3190000,3190000-101-1973-06683,19730822,,3,폐업,2,폐업,19990713,,,,02 8157862,13.92,156859,서울특별시 동작구 흑석동 95-86번지 ,,,이천식당,1.99909E+13,I,2018-08-31 23:59,한식,,,한식,0,1,주택가주변,을,상수도전용,,,,,,,,,N,13.92,,,
3190000,3190000-101-1974-00499,19740708,,3,폐업,2,폐업,19891215,,,,205939120,46.87,156816,서울특별시 동작구 사당동 134-11번지 ,,,영산갈비,2.00112E+13,I,2018-08-31 23:59,한식,,,한식,1,3,주택가주변,지도,상수도전용,,,,,,,,,N,46.87,,,
3190000,3190000-101-1974-00713,19740920,,3,폐업,2,폐업,20031229,,,,02 8126700,62.74,156839,서울특별시 동작구 상도동 357-6번지 ,,,장승회관,2.00307E+13,I,2018-08-31 23:59,한식,194151.7836,444487.9621,한식,1,12,주택가주변,지도,상수도전용,,,,,,,,,N,62.74,,,
3190000,3190000-101-1974-02479,19740211,,3,폐업,2,폐업,19951031,,,,02 5334481,26.5,156816,서울특별시 동작구 사당동 130-18번지 ,,,꽃가마,2.00201E+13,I,2018-08-31 23:59,정종/대포집/소주방,,,정종/대포집/소주방,1,2,주택가주변,지도,상수도전용,,,,,,,,,N,26.5,,,
3190000,3190000-101-1974-03599,19741113,,3,폐업,2,폐업,19951222,,,,02 8132300,23.49,156861,서울특별시 동작구 흑석동 190-59번지 ,,,올리브,2.00109E+13,I,2018-08-31 23:59,분식,196385.0236,445037.9254,분식,0,1,주택가주변,지도,상수도전용,,,,,,,,,N,23.49,,,
3190000,3190000-101-1974-05303,19741216,,3,폐업,2,폐업,19910930,,,,208155665,144.67,156860,서울특별시 동작구 흑석동 181-11번지 ,,,약속,2.00201E+13,I,2018-08-31 23:59,경양식,196500.5961,445150.0666,경양식,1,2,주택가주변,지도,상수도전용,,,,,,,,,N,144.67,,,
3190000,3190000-101-1974-05425,19741114,,3,폐업,2,폐업,20211130,,,,02 8133088,29.93,156806,서울특별시 동작구 노량진동 313-91 ,서울특별시 동작구 장승배기로19길 21 (노량진동),6936,영빈관,2.02111E+13,U,2021-12-02 2:40,중국식,194518.2817,445095.1627,중국식,2,1,주택가주변,을,상수도전용,0,0,0,0,0,,0,0,N,29.93,,,
3190000,3190000-101-1974-05437,19740615,,3,폐업,2,폐업,19990525,,,,02 5944511,19,156815,서울특별시 동작구 사당동 129-3번지 ,,,초정,1.99906E+13,I,2018-08-31 23:59,중국식,198182.3878,442879.3982,중국식,1,1,주택가주변,기타,상수도전용,,,,,,,,,N,19,,,
3190000,3190000-101-1974-05464,19740806,,3,폐업,2,폐업,19960513,,,,02 8150289,87.97,156800,서울특별시 동작구 노량진동 40-5번지 ,,,복승장,2.00109E+13,I,2018-08-31 23:59,중국식,194577.4587,445728.3878,중국식,1,1,주택가주변,기타,상수도전용,,,,,,,,,N,87.97,,,
3190000,3190000-101-1974-05468,19740424,,3,폐업,2,폐업,19950918,,,,02 5811088,47.63,156824,서울특별시 동작구 사당동 708-1번지 ,,,영해루,2.00201E+13,I,2018-08-31 23:59,한식,,,한식,3,1,주택가주변,지도,상수도전용,,,,,,,,,N,47.63,,,
3190000,3190000-101-1974-05520,19740627,,3,폐업,2,폐업,19930906,,,,02 8149756,19.55,156804,서울특별시 동작구 노량진동 267-10번지 ,,,중계집,2.00201E+13,I,2018-08-31 23:59,중국식,194203.7059,445587.8896,중국식,0,1,유흥업소밀집지역,지도,상수도전용,,,,,,,,,N,19.55,,,
3190000,3190000-101-1974-05538,19741016,,3,폐업,2,폐업,19951031,,,,02 5834506,54.66,156824,서울특별시 동작구 사당동 708-287번지 ,,,거구장,2.00109E+13,I,2018-08-31 23:59,중국식,,,중국식,1,1,주택가주변,을,상수도전용,,,,,,,,,N,54.66,,,
3190000,3190000-101-1975-00455,19751106,,3,폐업,2,폐업,19910624,,,,02 5848890,41.7,156090,서울특별시 동작구 사당동 339-2번지 ,,,호남식당,2.00112E+13,I,2018-08-31 23:59,한식,,,한식,1,2,주택가주변,지도,상수도전용,,,,,,,,,N,41.7,,,
3190000,3190000-101-1975-00530,19750829,,3,폐업,2,폐업,20061215,,,,02 8441493,50.29,156848,서울특별시 동작구 신대방동 377-1번지 ,,,대방한우정,2.00109E+13,I,2018-08-31 23:59,한식,192914.6897,443981.6659,한식,0,1,주택가주변,기타,상수도전용,,,,,,,,,N,50.29,,,
3190000,3190000-101-1975-00615,19751117,,3,폐업,2,폐업,19951031,,,,02 8150064,18.92,156801,서울특별시 동작구 노량진동 119-213번지 ,,,청주식당,2.00201E+13,I,2018-08-31 23:59,한식,195068.9203,445481.9239,한식,0,1,주택가주변,지도,상수도전용,,,,,,,,,N,18.92,,,
3190000,3190000-101-1975-02405,19750723,,3,폐업,2,폐업,20040204,,,,02 5937377,19.78,156816,서울특별시 동작구 사당동 130-1번지 ,,,샤넬,2.00305E+13,I,2018-08-31 23:59,정종/대포집/소주방,198238.2254,442849.207,정종/대포집/소주방,0,1,주택가주변,을,상수도전용,,,,,,,,,N,19.78,,,
3190000,3190000-101-1975-02423,19750515,,1,영업/정상,1,영업,,,,,205330594,71.41,156816,서울특별시 동작구 사당동 130-16번지 ,서울특별시 동작구 동작대로27길 20-7 (사당동),7008,바다회센타,2.01208E+13,I,2018-08-31 23:59,일식,198225.2356,442855.371,일식,1,1,주택가주변,을,상수도전용,,,,,,,,,N,71.41,,,
3190000,3190000-101-1975-02424,19750924,,3,폐업,2,폐업,20191001,,,,234762259,23.19,156816,서울특별시 동작구 사당동 130-13번지 ,서울특별시 동작구 동작대로27길 16-7 (사당동),7008,야채순대곱창,2.0191E+13,U,2019-10-03 2:40,정종/대포집/소주방,198248.3671,442855.0054,정종/대포집/소주방,1,1,주택가주변,을,상수도전용,,,,,,,,,N,23.19,,,
3190000,3190000-101-1975-02455,19751015,,3,폐업,2,폐업,19950612,,,,02 5908665,42.04,156816,서울특별시 동작구 사당동 132-8번지 ,,,길목,2.00201E+13,I,2018-08-31 23:59,정종/대포집/소주방,198240.4354,442826.7142,정종/대포집/소주방,1,2,주택가주변,지도,상수도전용,,,,,,,,,N,42.04,,,
3190000,3190000-101-1975-02468,19750520,,3,폐업,2,폐업,20040428,,,,02 5996815,13.63,156816,서울특별시 동작구 사당동 130-18번지 ,,,유정,2.00212E+13,I,2018-08-31 23:59,정종/대포집/소주방,,,정종/대포집/소주방,1,1,주택가주변,기타,상수도전용,,,,,,,,,N,13.63,,,
3190000,3190000-101-1975-02480,19750513,,3,폐업,2,폐업,19921002,,,,205340057,27.4,156816,서울특별시 동작구 사당동 130-18번지 ,,,단골식당,2.00201E+13,I,2018-08-31 23:59,정종/대포집/소주방,,,정종/대포집/소주방,1,2,주택가주변,지도,상수도전용,,,,,,,,,N,27.4,,,
3190000,3190000-101-1975-02481,19750517,,3,폐업,2,폐업,19951031,,,,02 5996815,24.52,156816,서울특별시 동작구 사당동 139-51번지 ,,,유정,2.00201E+13,I,2018-08-31 23:59,정종/대포집/소주방,198212.5898,442789.9855,정종/대포집/소주방,1,2,주택가주변,지도,상수도전용,,,,,,,,,N,24.52,,,
3190000,3190000-101-1975-02482,19750520,,3,폐업,2,폐업,19951031,,,,02 5827220,27.85,156824,서울특별시 동작구 사당동 708-364번지 ,,,향천,2.00201E+13,I,2018-08-31 23:59,정종/대포집/소주방,197701.8988,442360.1545,정종/대포집/소주방,1,2,주택가주변,지도,상수도전용,,,,,,,,,N,27.85,,,
3190000,3190000-101-1975-02483,19750627,,3,폐업,2,폐업,19930608,,,,205328882,27.78,156816,서울특별시 동작구 사당동 130-16번지 ,,,호남식당,2.00201E+13,I,2018-08-31 23:59,정종/대포집/소주방,198225.2356,442855.371,정종/대포집/소주방,1,2,주택가주변,지도,상수도전용,,,,,,,,,N,27.78,,,
3190000,3190000-101-1975-02485,19751017,,3,폐업,2,폐업,19951031,,,,02 5337452,33.3,156816,서울특별시 동작구 사당동 132-14번지 ,,,일번지,2.00201E+13,I,2018-08-31 23:59,정종/대포집/소주방,198239.5712,442835.4303,정종/대포집/소주방,2,2,주택가주변,지도,상수도전용,,,,,,,,,N,33.3,,,
3190000,3190000-101-1975-03769,19750503,,3,폐업,2,폐업,19950711,,,,02 8133306,10.63,156857,서울특별시 동작구 흑석동 51-1번지 ,,,흑석빵집,2.00201E+13,I,2018-08-31 23:59,분식,196720.344,445064.652,분식,0,1,주택가주변,지도,상수도전용,,,,,,,,,N,10.63,,,
3190000,3190000-101-1975-04028,19750513,,3,폐업,2,폐업,19930916,,,,205325056,27.3,156816,서울특별시 동작구 사당동 132-20번지 ,,,라인호프,2.00201E+13,I,2018-08-31 23:59,분식,198249.8726,442841.2079,분식,1,2,주택가주변,지도,상수도전용,,,,,,,,,N,27.3,,,
3190000,3190000-101-1975-04035,19750812,,3,폐업,2,폐업,19951031,,,,02 5999265,40.17,156816,서울특별시 동작구 사당동 130-14번지 ,,,관악튀김,2.00201E+13,I,2018-08-31 23:59,분식,198241.8898,442863.6771,분식,1,2,주택가주변,지도,상수도전용,,,,,,,,,N,40.17,,,
3190000,3190000-101-1975-04155,19751107,,3,폐업,2,폐업,19951031,,,,02 8131121,20.7,156030,서울특별시 동작구 상도동 119-16번지 ,,,로얄음식스넥코너,2.00201E+13,I,2018-08-31 23:59,분식,,,분식,0,1,주택가주변,지도,상수도전용,,,,,,,,,N,20.7,,,
3190000,3190000-101-1975-05110,19750723,,3,폐업,2,폐업,20000703,,,,02 5930775,22.35,156816,서울특별시 동작구 사당동 130-1번지 ,,,미니포장마차,2.00007E+13,I,2018-08-31 23:59,경양식,198238.2254,442849.207,경양식,1,1,주택가주변,기타,상수도전용,,,,,,,,,N,22.35,,,
3190000,3190000-101-1975-05201,19750911,,3,폐업,2,폐업,19951031,,,,02 5322325,41.48,156816,서울특별시 동작구 사당동 131-3번지 ,,,한마음,2.00201E+13,I,2018-08-31 23:59,경양식,198291.0776,442859.2155,경양식,1,2,주택가주변,지도,상수도전용,,,,,,,,,N,41.48,,,
3190000,3190000-101-1975-05202,19751022,,3,폐업,2,폐업,19951031,,,,02 5916659,30.24,156816,서울특별시 동작구 사당동 132-14번지 ,,,꽃가마,2.00201E+13,I,2018-08-31 23:59,경양식,198239.5712,442835.4303,경양식,1,3,주택가주변,지도,상수도전용,,,,,,,,,N,30.24,,,
3190000,3190000-101-1975-05288,19750808,,3,폐업,2,폐업,19910715,,,,205332146,33,156816,서울특별시 동작구 사당동 132-10번지 ,,,아리랑,2.00201E+13,I,2018-08-31 23:59,경양식,198274.2602,442828.4057,경양식,1,2,유흥업소밀집지역,지도,상수도전용,,,,,,,,,N,33,,,
3190000,3190000-101-1975-05409,19750219,,3,폐업,2,폐업,20090901,,,,02 8235465,39.92,156844,서울특별시 동작구 상도동 259-87번지 ,,,동빈관,2.00101E+13,I,2018-08-31 23:59,중국식,194096.2768,444009.0854,중국식,2,2,주택가주변,을,상수도전용,,,,,,,,,N,39.92,,,
3190000,3190000-101-1975-05433,19750424,,3,폐업,2,폐업,20180403,,,,02 5866096,39.54,156827,서울특별시 동작구 사당동 1046-36번지 ,서울특별시 동작구 동작대로7길 94 (사당동),7024,향림원,2.01804E+13,I,2018-08-31 23:59,중국식,197959.7918,441682.3625,중국식,0,0,주택가주변,을,상수도전용,,,,,,,,,N,39.54,,,
3190000,3190000-101-1975-05441,19750617,,1,영업/정상,1,영업,,,,,02  822 4051,91.84,156841,서울특별시 동작구 상도동 210-202 ,서울특별시 동작구 양녕로 191 (상도동),7048,신부양각,2.02112E+13,U,2021-12-07 2:40,중국식,194932.4453,444020.8117,중국식,2,0,주택가주변,을,상수도전용,0,0,0,0,0,,0,0,N,91.84,,,
3190000,3190000-101-1975-05504,19751119,,3,폐업,2,폐업,20080331,,,,208216191,60.37,156848,서울특별시 동작구 신대방동 362-21번지 ,,,신흥원,2.00109E+13,I,2018-08-31 23:59,중국식,193223.7996,444017.1581,중국식,1,1,주택가주변,기타,상수도전용,,,,,,,,,N,60.37,,,
3190000,3190000-101-1975-05516,19750808,,3,폐업,2,폐업,19940407,,,,02   00000,28.4,156050,서울특별시 동작구 노량진동 708-371번지 ,,,영빈장,2.00109E+13,I,2018-08-31 23:59,중국식,,,중국식,0,0,주택가주변,기타,상수도전용,,,,,,,,,N,28.4,,,
3190000,3190000-101-1975-05525,19750808,,3,폐업,2,폐업,20100111,,,,02 5848881,117.96,156824,서울특별시 동작구 사당동 1003-39번지 ,,,영빈장,2.01001E+13,I,2018-08-31 23:59,중국식,198107.1252,442442.4666,중국식,1,3,주택가주변,지도,상수도전용,,,,,,,,,N,117.96,,,
3190000,3190000-101-1975-05537,19750328,,3,폐업,2,폐업,19951031,,,,02 5996714,78.96,156816,서울특별시 동작구 사당동 135-1번지 ,,,청룡장,2.00201E+13,I,2018-08-31 23:59,중국식,,,중국식,2,2,주택가주변,지도,상수도전용,,,,,,,,,N,78.96,,,
3190000,3190000-101-1975-05539,19750808,,3,폐업,2,폐업,19951031,,,,02 5831692,115.86,156824,서울특별시 동작구 사당동 1003-39번지 ,,,영빈장,2.00109E+13,I,2018-08-31 23:59,중국식,198107.1252,442442.4666,중국식,1,1,주택가주변,을,상수도전용,,,,,,,,,N,115.86,,,
3190000,3190000-101-1976-00054,19760326,,3,폐업,2,폐업,20160307,,,,02 5823648,31.82,156825,서울특별시 동작구 사당동 1029-45번지 ,서울특별시 동작구 동작대로7길 16 (사당동),7015,bhc,2.01603E+13,I,2018-08-31 23:59,한식,198221.7042,441970.8708,한식,0,0,주택가주변,을,상수도전용,,,,,,,,,N,31.82,,,
